iter	Logloss
0	0.4935150834
1	0.4014654074
2	0.3480642508
3	0.2905120506
4	0.2719070503
5	0.2393708444
6	0.2277677381
7	0.208223635
8	0.1968358358
9	0.1829520561
10	0.1745178807
11	0.1660993593
12	0.1602517549
13	0.1527051324
14	0.1448224042
15	0.1380433693
16	0.1334360484
17	0.1297901858
18	0.1235344947
19	0.1194410926
20	0.1166203645
21	0.1140362078
22	0.1089111534
23	0.1035771757
24	0.09983387509
25	0.09739022642
26	0.09392889556
27	0.09011421547
28	0.08883627471
29	0.08492684579
30	0.08262825012
31	0.07953367147
32	0.07606067314
33	0.07511857179
34	0.07300612304
35	0.06924064739
36	0.06475007856
37	0.06348791208
38	0.06089799039
39	0.05766863866
40	0.05589291427
41	0.0545817925
42	0.05113401499
43	0.04896162222
44	0.04779847893
45	0.04659728746
46	0.04463243055
47	0.04339401142
48	0.04155359182
49	0.0402084385
50	0.03866973224
51	0.03729691806
52	0.03589663205
53	0.0345080715
54	0.03382455551
55	0.03261538239
56	0.03192566107
57	0.03135035274
58	0.03130168099
59	0.03041791916
60	0.02968590539
61	0.02890953287
62	0.02788968129
63	0.02727078103
64	0.02648039122
65	0.02632594109
66	0.0256977876
67	0.02499643747
68	0.02452730273
69	0.02391485266
70	0.02343225694
71	0.02339204582
72	0.0230538888
73	0.0223400915
74	0.02177820979
75	0.02105484782
76	0.02046657253
77	0.02002706614
78	0.01957197447
79	0.01897114462
80	0.01854135324
81	0.01822899483
82	0.01817279678
83	0.01770667342
84	0.01713000761
85	0.0165749348
86	0.01624944726
87	0.0158495119
88	0.0157776824
89	0.01557942768
90	0.01529782957
91	0.01506821529
92	0.01498349508
93	0.01477947321
94	0.01439390956
95	0.01430278426
96	0.0139732189
97	0.0137431439
98	0.01359806619
99	0.01331419129
100	0.01301703797
101	0.01281565159
102	0.01262894407
103	0.01236888095
104	0.01210326977
105	0.01194270344
106	0.01184319805
107	0.0116850127
108	0.01149999988
109	0.0112849388
110	0.01104114936
111	0.01093617431
112	0.01079636114
113	0.01057160438
114	0.01043544052
115	0.0102949615
116	0.01015563806
117	0.01004415589
118	0.009905308217
119	0.009728311418
120	0.009605159631
121	0.009480033909
122	0.009479995246
123	0.009480009208
124	0.00940726147
125	0.009260635118
126	0.009232269751
127	0.009083694166
128	0.009003549546
129	0.008942627692
130	0.008832957831
131	0.008691158381
132	0.008554253492
133	0.008339632739
134	0.008215163205
135	0.008090310269
136	0.00792191426
137	0.007840459411
138	0.007695253905
139	0.007645416904
140	0.007583964515
141	0.00749717532
142	0.00742898868
143	0.007336229354
144	0.00720599428
145	0.007145184654
146	0.007023923032
147	0.006927847862
148	0.00689655435
149	0.006778288532
150	0.006727787288
151	0.00671451371
152	0.006714473974
153	0.006681275797
154	0.006539448961
155	0.006469443038
156	0.006401390643
157	0.006320837382
158	0.006227515839
159	0.00620495038
160	0.00620495038
161	0.00620485963
162	0.006204807007
163	0.006199210614
